'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CANTERBURY RACECOURSE New South Wales for July 2016,,,,,,,,,,
Issued at 22:30 GMT on Monday 01 August 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CANTERBURY RACECOURSE,01/07/2016,2.2,0.0, ,16.5,4.3,91,36,3.80,10.93
CANTERBURY RACECOURSE,02/07/2016,1.8,0.0, ,17.6,4.4,88,37,2.54,11.18
CANTERBURY RACECOURSE,03/07/2016,1.2,0.0, ,17.3,3.0,96,37,1.23,11.22
CANTERBURY RACECOURSE,04/07/2016,0.8,0.0, ,15.2,1.1,99,49,0.61,10.07
CANTERBURY RACECOURSE,05/07/2016,1.5,4.4, ,18.6,5.0,97,53,2.31,9.36
CANTERBURY RACECOURSE,06/07/2016,2.7,0.2, ,17.9,9.0,90,42,5.74,10.05
CANTERBURY RACECOURSE,07/07/2016,1.2,15.6, ,16.9,12.5,98,75,3.83,7.29
CANTERBURY RACECOURSE,08/07/2016,0.8,31.4, ,15.5,12.0,99,86,1.60,5.15
CANTERBURY RACECOURSE,09/07/2016,1.2,12.6, ,17.8,7.2,99,60,1.71,9.77
CANTERBURY RACECOURSE,10/07/2016,1.4,1.0, ,19.2,9.8,98,58,1.76,10.58
CANTERBURY RACECOURSE,11/07/2016,1.9,0.2, ,18.8,10.8,98,49,3.94,3.63
CANTERBURY RACECOURSE,12/07/2016,2.7,0.0, ,20.2,6.9,99,19,3.29,10.76
CANTERBURY RACECOURSE,13/07/2016,3.3,0.0, ,13.7,9.2,65,27,6.18,11.62
CANTERBURY RACECOURSE,14/07/2016,2.4,0.0, ,16.9,3.5,73,27,3.14,11.55
CANTERBURY RACECOURSE,15/07/2016, ,0.0, , ,2.5, , , ,14.65
CANTERBURY RACECOURSE,18/07/2016, , , , , , , , ,12.08
CANTERBURY RACECOURSE,19/07/2016, , , ,25.0, , , , ,10.82
CANTERBURY RACECOURSE,20/07/2016,0.7,15.0, ,16.7,15.3,100,88,1.97,3.16
CANTERBURY RACECOURSE,21/07/2016,1.1,11.2, ,19.0,13.6,100,75,1.57,6.83
CANTERBURY RACECOURSE,22/07/2016,2.8,0.6, ,25.5,8.9,100,42,3.42,10.67
CANTERBURY RACECOURSE,23/07/2016,3.0,3.2, ,17.5,14.6,93,29,5.49,12.50
CANTERBURY RACECOURSE,24/07/2016,2.0,0.0, ,14.3,5.5,84,36,3.16,10.11
CANTERBURY RACECOURSE,25/07/2016,2.6,0.0, ,17.5,2.9,95,31,3.77,12.68
CANTERBURY RACECOURSE,26/07/2016,2.2,0.0, ,18.8,3.2,91,32,2.53,12.44
CANTERBURY RACECOURSE,27/07/2016,2.9,0.0, ,18.5,5.7,84,34,4.36,12.25
CANTERBURY RACECOURSE,28/07/2016,2.7,0.0, ,19.2,5.4,82,33,3.51,12.97
CANTERBURY RACECOURSE,29/07/2016,2.6,0.0, ,18.8,4.3,83,32,3.32,12.81
CANTERBURY RACECOURSE,30/07/2016,1.8,0.0, ,18.3,6.4,98,47,1.99,12.55
CANTERBURY RACECOURSE,31/07/2016,1.3,0.0, ,21.0,7.0,99,35,0.69,8.48
Totals:,,50.8,95.4, ,,,,,, 
