'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOSS VALE New South Wales for December 2010,,,,,,,,,,
Issued at 22:30 GMT on Saturday 01 January 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOSS VALE,01/12/2010,2.3,22.8, ,16.5,12.6,94,80,5.92,13.81
MOSS VALE,02/12/2010,3.3,20.2, ,20.1,13.9,94,78,7.00,20.70
MOSS VALE,03/12/2010,3.2,18.2, ,20.4,15.0,94,75,5.14,17.45
MOSS VALE,04/12/2010,3.1,1.4, ,21.0,15.6,94,70,2.72,16.04
MOSS VALE,05/12/2010,3.9,8.8, ,20.8,15.2,94,65,3.37,21.60
MOSS VALE,06/12/2010,3.7,0.6, ,20.3,14.7,94,69,4.12,21.27
MOSS VALE,07/12/2010,5.0,3.0, ,23.2,15.3,92,64,6.48,28.09
MOSS VALE,08/12/2010,5.8,0.0, ,25.8,15.4,91,61,7.60,30.41
MOSS VALE,09/12/2010, ,0.6, , ,18.4, , , ,13.40
MOSS VALE,16/12/2010, , , , , , , , ,20.70
MOSS VALE,17/12/2010, , , , , , , , ,26.04
MOSS VALE,18/12/2010, , , ,19.0, ,88,45,7.23,21.73
MOSS VALE,19/12/2010,3.4,0.0, ,18.3,6.7,98,60,5.89,19.44
MOSS VALE,20/12/2010,4.1,0.0, ,15.1,6.2,85,54,11.38,27.71
MOSS VALE,21/12/2010,5.9,1.2, ,19.5,8.1,83,38,6.93,34.22
MOSS VALE,22/12/2010,4.4,0.0, ,20.3,4.6,98,61,3.12,29.94
MOSS VALE,23/12/2010,6.6,0.2, ,26.5,12.6,99,36,4.37,32.60
MOSS VALE,24/12/2010,2.2,0.6, ,18.0,11.6,99,79,3.87,11.82
MOSS VALE,25/12/2010,6.7,0.2, ,28.7,11.8,96,45,4.27,32.94
MOSS VALE,26/12/2010,5.4,3.4, ,28.5,16.9,99,50,4.32,23.39
MOSS VALE,27/12/2010,1.9,24.6, ,15.7,12.6,99,83,4.76,11.49
MOSS VALE,28/12/2010,3.2,0.6, ,16.9,7.0,94,66,5.10,20.77
MOSS VALE,29/12/2010,4.9,0.0, ,24.5,11.3,96,68,6.26,29.23
MOSS VALE,30/12/2010, ,0.0, ,28.3,13.6, , , ,31.64
MOSS VALE,31/12/2010, ,0.2, ,31.6,13.8, , , ,34.06
Totals:,,79,106.6, ,,,,,, 
