'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOSS VALE New South Wales for September 2012,,,,,,,,,,
Issued at 22:38 GMT on Monday 01 October 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOSS VALE,01/09/2012,2.3,0.4, ,11.9,-1.4,100,49,5.58,16.00
MOSS VALE,02/09/2012,2.6,0.0, ,14.8,-0.8,100,42,3.71,17.30
MOSS VALE,03/09/2012,3.3,0.0, ,18.0,1.3,94,28,3.54,17.52
MOSS VALE,04/09/2012,3.0,0.0, ,19.3,0.4,99,32,2.59,17.03
MOSS VALE,05/09/2012,5.6,0.0, ,21.2,6.5,67,22,7.81,17.76
MOSS VALE,06/09/2012,4.7,0.8, ,18.4,10.1,88,27,9.02,17.95
MOSS VALE,07/09/2012,3.6,0.0, ,11.4,9.3,74,36,11.02,11.47
MOSS VALE,08/09/2012,2.9,0.0, ,12.1,5.6,76,59,11.27,17.88
MOSS VALE,09/09/2012,3.1,0.0, ,17.5,4.0,100,40,3.98,18.54
MOSS VALE,10/09/2012,2.9,0.0, ,21.2,-1.8,100,29,1.56,18.68
MOSS VALE,11/09/2012,2.4,0.0, ,16.4,4.0,100,55,3.18,15.79
MOSS VALE,12/09/2012,3.5,0.0, ,20.3,7.0,100,41,4.07,19.09
MOSS VALE,13/09/2012,2.6,0.0, ,16.0,10.7,100,38,5.03,7.53
MOSS VALE,14/09/2012, ,4.2, , ,-0.2, , , ,19.74
MOSS VALE,16/09/2012, , , , , , , , ,18.76
MOSS VALE,17/09/2012, , , , , , , , ,12.20
MOSS VALE,18/09/2012, , , ,17.9, ,100,55,2.69,15.28
MOSS VALE,19/09/2012,2.3,6.8, ,15.5,3.6,100,62,3.11,16.54
MOSS VALE,20/09/2012,3.0,0.0, ,19.7,5.5,100,48,2.69,17.99
MOSS VALE,21/09/2012,3.3,1.6, ,18.8,10.2,100,49,6.28,15.90
MOSS VALE,22/09/2012,3.0,0.0, ,18.0,3.9,100,50,2.99,19.99
MOSS VALE,23/09/2012,4.4,0.2, ,22.0,0.7,100,32,4.59,21.57
MOSS VALE,24/09/2012,3.5,0.0, ,14.8,2.2,92,38,5.62,21.12
MOSS VALE,25/09/2012,2.3,0.0, ,15.2,-1.0,100,64,3.75,16.75
MOSS VALE,26/09/2012,3.6,0.0, ,18.8,8.6,100,50,6.19,20.49
MOSS VALE,27/09/2012,3.9,0.0, ,22.6,9.0,100,43,5.24,15.58
MOSS VALE,28/09/2012,5.4,0.4, ,26.5,10.7,100,38,8.25,15.89
MOSS VALE,29/09/2012,3.0,6.2, ,13.9,10.2,99,50,9.02,15.81
MOSS VALE,30/09/2012,3.1,0.0, ,12.6,2.4,94,47,6.32,22.83
Totals:,,83.3,20.6, ,,,,,, 
