'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SCONE AIRPORT New South Wales for August 2010,,,,,,,,,,
Issued at 04:30 GMT on Wednesday 01 September 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SCONE AIRPORT,01/08/2010,2.5,0.0, ,16.5,3.0,93,50,5.20,15.33
SCONE AIRPORT,02/08/2010,2.5,2.6, ,12.5,6.7,78,54,7.94,11.60
SCONE AIRPORT,03/08/2010,2.4,0.4, ,16.9,7.9,93,48,4.94,9.96
SCONE AIRPORT,04/08/2010,1.8,0.0, ,17.6,0.6,99,45,1.42,15.69
SCONE AIRPORT,05/08/2010,2.2,0.0, ,17.2,0.3,99,36,2.56,12.37
SCONE AIRPORT,06/08/2010,2.3,0.0, ,14.9,0.9,87,42,3.34,15.78
SCONE AIRPORT,07/08/2010,1.7,0.0, ,14.6,-2.0,96,33,1.27,16.50
SCONE AIRPORT,08/08/2010,1.6,0.0, ,16.4,-2.2,97,41,0.84,16.43
SCONE AIRPORT,09/08/2010,2.0,0.0, ,19.2,-2.8,97,39,1.42,16.05
SCONE AIRPORT,10/08/2010,1.1,0.6, ,16.4,5.9,98,76,2.09,5.22
SCONE AIRPORT,11/08/2010,2.7,2.2, ,15.6,8.9,85,51,5.71,13.60
SCONE AIRPORT,12/08/2010,2.1,1.0, ,12.5,8.9,84,64,7.01,11.33
SCONE AIRPORT,13/08/2010,2.4,0.0, ,16.9,6.6,93,39,2.53,16.99
SCONE AIRPORT,14/08/2010,2.6,0.0, ,18.3,-0.2,98,41,2.86,17.45
SCONE AIRPORT,15/08/2010,4.0,0.0, ,19.2,8.6,65,33,5.80,13.80
SCONE AIRPORT,16/08/2010,3.0,0.2, ,16.2,9.9,82,42,5.26,14.45
SCONE AIRPORT,17/08/2010,2.4,0.0, ,16.2,2.0,91,30,2.08,17.71
SCONE AIRPORT,18/08/2010,3.1,0.0, ,22.0,-1.3,96,36,2.76,17.61
SCONE AIRPORT,19/08/2010,2.9,11.2, ,19.4,7.5,94,58,6.75,14.60
SCONE AIRPORT,20/08/2010,3.9,0.2, ,17.3,10.3,75,34,6.03,18.24
SCONE AIRPORT,21/08/2010,2.7,0.0, ,15.4,4.8,80,38,3.76,14.92
SCONE AIRPORT,22/08/2010, ,0.0, , ,-0.1, , , ,17.07
SCONE AIRPORT,25/08/2010, , , , , , , , ,15.93
SCONE AIRPORT,26/08/2010, , , ,15.9, , , , ,16.47
SCONE AIRPORT,27/08/2010,2.6,0.4, ,14.0,8.3,82,52,5.43,13.65
SCONE AIRPORT,28/08/2010,2.5,0.0, ,16.4,2.5,94,40,2.01,18.54
SCONE AIRPORT,29/08/2010,2.3,0.0, ,18.7,-1.0,98,38,1.03,19.67
SCONE AIRPORT,30/08/2010, ,0.0, ,18.8,1.1,98,46,1.12, 
SCONE AIRPORT,31/08/2010, ,0.0, ,21.2,0.9,99,34,1.79, 
Totals:,,59.3,18.8, ,,,,,, 
