'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GREEN CAPE New South Wales for February 2016,,,,,,,,,,
Issued at 22:30 GMT on Tuesday 01 March 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GREEN CAPE,01/02/2016,4.3,0.2, ,26.4,16.4,90,60,5.28,17.82
GREEN CAPE,02/02/2016,5.2,0.6, ,26.5,17.0,90,67,5.82,28.03
GREEN CAPE,03/02/2016,3.4,0.0, ,27.4,18.9,93,68,5.88,11.53
GREEN CAPE,04/02/2016,4.5,0.4, ,22.1,17.7,83,67,10.72,20.86
GREEN CAPE,05/02/2016,4.1,0.0, ,24.3,18.7,87,59,6.69,14.20
GREEN CAPE,06/02/2016,4.4,1.0, ,26.4,17.7,90,55,5.07,17.21
GREEN CAPE,07/02/2016,5.7,0.0, ,26.6,18.9,86,62,5.39,28.82
GREEN CAPE,08/02/2016,4.7,0.0, ,25.8,17.4,93,68,6.23,25.27
GREEN CAPE,09/02/2016,5.8,0.0, ,27.5,16.8,86,57,5.88,27.71
GREEN CAPE,10/02/2016,5.3,0.0, ,26.6,19.4,87,62,6.15,25.34
GREEN CAPE,11/02/2016,2.8,0.0, ,25.8,19.4,90,67,3.62,9.31
GREEN CAPE,12/02/2016, ,0.0, , ,19.6, , , ,24.12
GREEN CAPE,14/02/2016, , , , , , , , ,21.80
GREEN CAPE,15/02/2016, , , ,26.6, , , , ,17.13
GREEN CAPE,16/02/2016,4.7,0.0, ,20.3,16.7,87,51,11.12,19.11
GREEN CAPE,17/02/2016,4.2,0.0, ,22.7,14.2,84,60,10.06,14.52
GREEN CAPE,18/02/2016,5.2,0.0, ,24.1,14.5,79,59,7.61,25.49
GREEN CAPE,19/02/2016,5.0,0.2, ,26.5,18.9,87,64,6.01,23.78
GREEN CAPE,20/02/2016,3.0,0.0, ,22.0,17.3,83,68,6.96,8.21
GREEN CAPE,21/02/2016,3.9,0.0, ,26.2,17.3,90,60,5.92,13.15
GREEN CAPE,22/02/2016,4.4,0.0, ,27.0,19.1,92,74,7.15,23.23
GREEN CAPE,23/02/2016,4.4,0.0, ,26.3,19.5,94,72,7.38,23.47
GREEN CAPE,24/02/2016,3.4,0.0, ,26.7,21.8,96,79,7.26,16.53
GREEN CAPE,25/02/2016,3.4,0.0, ,25.9,20.4,94,76,5.72,16.11
GREEN CAPE,26/02/2016,4.1,0.0, ,25.1,19.6,82,64,7.48,12.93
GREEN CAPE,27/02/2016,4.3,0.0, ,25.7,18.1,80,57,4.72,16.34
GREEN CAPE,28/02/2016,2.8,0.0, ,23.3,18.7,89,74,5.86,10.33
GREEN CAPE,29/02/2016,4.5,0.0, ,27.8,17.5,90,56,5.33,17.04
Totals:,,107.5,2.4, ,,,,,, 
