'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BOMBALA New South Wales for January 2016,,,,,,,,,,
Issued at 22:30 GMT on Friday 22 January 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BOMBALA,01/01/2016,6.3,0.0, ,33.0,12.7,100,16,3.04,20.04
BOMBALA,02/01/2016,2.1,0.0, ,20.3,13.7,100,67,3.66,7.57
BOMBALA,03/01/2016,0.9,12.2, ,15.1,12.8,100,100,3.34,4.94
BOMBALA,04/01/2016,1.0,30.8, ,14.4,11.2,100,100,4.07,6.47
BOMBALA,05/01/2016,1.5,14.8, ,16.7,11.1,100,87,2.98,8.16
BOMBALA,06/01/2016,2.2,1.6, ,17.4,12.2,100,76,2.98,11.68
BOMBALA,07/01/2016, ,2.6, , ,10.9,100,51,4.41,24.81
BOMBALA,08/01/2016, ,0.0, ,24.9, ,100,32,3.28,32.27
BOMBALA,09/01/2016,6.1,0.0, ,28.0,8.4,100,35,2.27,32.24
BOMBALA,10/01/2016,6.3,0.2, ,30.4,12.4,100,28,2.05,30.15
BOMBALA,11/01/2016,6.3,0.0, ,32.3,15.0,100,24,2.47,26.13
BOMBALA,12/01/2016,5.6,0.0, ,24.0,13.6,100,48,3.42,31.31
BOMBALA,13/01/2016,8.0,0.0, ,35.1,14.6,100,23,3.72,30.44
BOMBALA,14/01/2016,3.9,0.6, ,26.4,17.9,100,50,5.28,11.47
BOMBALA,15/01/2016,2.4,9.2, ,14.2,6.4,100,60,4.42,13.11
BOMBALA,16/01/2016,3.3,0.0, ,18.8,3.3,100,59,1.70,21.31
BOMBALA,17/01/2016,5.1,0.2, ,22.4,4.8,100,39,1.90,31.86
BOMBALA,18/01/2016,5.9,0.2, ,27.1,7.5,100,29,2.21,31.46
BOMBALA,19/01/2016,7.5,0.0, ,31.9,9.5,100,24,4.06,29.86
BOMBALA,20/01/2016,2.3,0.0, ,25.0,14.4,100,49,2.21,5.64
BOMBALA,21/01/2016, ,0.0, , ,14.6,93,39,3.78,13.50
Totals:,,76.7,72.4, ,,,,,, 
