'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for NERRIGA New South Wales for June 2013,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 July 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
NERRIGA,01/06/2013, , , , , , , , , 
NERRIGA,02/06/2013, , , , , , , , , 
NERRIGA,03/06/2013, , , , , , , , , 
NERRIGA,04/06/2013, , , , , , , , , 
NERRIGA,05/06/2013, , , , , , , , , 
NERRIGA,06/06/2013, , , , , , , , , 
NERRIGA,07/06/2013, , , , , , , , , 
NERRIGA,08/06/2013, , , , , , , , , 
NERRIGA,09/06/2013, , , , , , , , , 
NERRIGA,10/06/2013, , , , , , , , , 
NERRIGA,11/06/2013, , , , , , , , , 
NERRIGA,12/06/2013, , , , , , , , , 
NERRIGA,13/06/2013, , , , , , , , , 
NERRIGA,14/06/2013, , , , , , , , , 
NERRIGA,15/06/2013, , , , , , , , , 
NERRIGA,16/06/2013, , , , , , , , , 
NERRIGA,17/06/2013, , , , , , , , , 
NERRIGA,18/06/2013, , , , , , , , , 
NERRIGA,19/06/2013, , , , , , , , , 
NERRIGA,20/06/2013, , , , , , , , , 
NERRIGA,21/06/2013, , , , , , , , ,10.45
NERRIGA,22/06/2013, , , , , , , , ,7.07
NERRIGA,23/06/2013, , , , , , , , ,5.10
NERRIGA,24/06/2013, , , , , , , , ,2.83
NERRIGA,25/06/2013, , , ,10.6, , , , ,5.16
NERRIGA,26/06/2013,0.7,33.4, ,11.9,8.1,98,84,3.24,6.35
NERRIGA,27/06/2013,0.7,3.0, ,13.0,3.6,98,83,1.54,6.86
NERRIGA,28/06/2013, ,1.4, ,14.3,5.1,98,74,1.23, 
NERRIGA,29/06/2013,0.7,2.2, ,10.4,7.8,98,83,1.19,6.50
NERRIGA,30/06/2013,0.7,2.0, ,12.8,1.2,98,73,0.85,7.35
Totals:,,2.8,42, ,,,,,, 
