'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for WALGETT AIRPORT New South Wales for December 2012,,,,,,,,,,
Issued at 22:37 GMT on Tuesday 01 January 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
WALGETT AIRPORT,06/12/2012, , , , , , , , ,33.34
WALGETT AIRPORT,07/12/2012, , , ,36.9, ,51,9,2.29,30.78
WALGETT AIRPORT,08/12/2012,8.8,0.0, ,34.3,23.3,56,23,4.75,25.70
WALGETT AIRPORT,09/12/2012,10.4,0.0, ,39.3,18.2,68,19,4.61,32.79
WALGETT AIRPORT,10/12/2012,9.9,5.4, ,35.9,19.2,75,28,5.86,33.02
WALGETT AIRPORT,11/12/2012,9.1,0.0, ,33.2,20.0,65,26,5.15,31.63
WALGETT AIRPORT,12/12/2012,9.5,0.0, ,34.0,19.5,63,18,4.75,32.62
WALGETT AIRPORT,13/12/2012,9.2,0.0, ,34.0,18.9,60,17,4.02,33.64
WALGETT AIRPORT,14/12/2012,9.6,0.0, ,37.5,17.6,52,11,3.62,32.84
WALGETT AIRPORT,15/12/2012,9.0,0.0, ,37.1,20.7,37,13,4.17,21.45
WALGETT AIRPORT,16/12/2012,9.7,0.0, ,40.5,18.7,53,14,3.22,33.14
WALGETT AIRPORT,17/12/2012,11.0,0.0, ,37.2,22.5,44,14,4.99,33.36
WALGETT AIRPORT,18/12/2012,9.9,0.0, ,37.2,18.0,35,11,3.71,33.77
WALGETT AIRPORT,19/12/2012,9.8,0.0, ,41.2,19.1,34,9,3.28,29.85
WALGETT AIRPORT,20/12/2012,8.8,0.0, ,38.1,27.2,53,22,3.69,25.62
WALGETT AIRPORT,21/12/2012,9.3,0.0, ,38.7,23.1,70,28,5.25,25.18
WALGETT AIRPORT,22/12/2012,9.7,0.0, ,36.5,20.0,83,25,5.28,32.44
WALGETT AIRPORT,23/12/2012,9.8,0.0, ,37.2,21.9,75,23,4.96,31.60
WALGETT AIRPORT,24/12/2012,10.2,0.0, ,38.5,22.6,64,22,4.53,32.89
WALGETT AIRPORT,25/12/2012,10.8,0.0, ,39.9,24.8,91,22,5.86,31.89
WALGETT AIRPORT,26/12/2012,7.7,4.8, ,32.5,18.7,95,27,3.77,31.64
WALGETT AIRPORT,27/12/2012,8.8,0.0, ,35.3,16.6,72,22,3.85,32.18
WALGETT AIRPORT,28/12/2012,9.9,0.0, ,38.9,20.3,80,20,4.54,31.32
WALGETT AIRPORT,29/12/2012,8.9,0.0, ,36.9,14.9,93,10,3.07,33.88
WALGETT AIRPORT,30/12/2012,9.4,0.0, ,38.6,16.2,50,18,3.26,33.62
WALGETT AIRPORT,31/12/2012,11.1,0.0, ,36.7,22.9,57,22,5.98,33.82
Totals:,,230.3,10.2, ,,,,,, 
