'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BEGA New South Wales for January 2016,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 February 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BEGA,01/01/2016,5.1,0.0, ,30.2,14.9,99,53,2.26,24.30
BEGA,02/01/2016, ,0.0, , ,16.0,99,60,1.83,14.37
BEGA,03/01/2016, , , , , , , , ,3.71
BEGA,08/01/2016, , , , , ,100,100,0.00,31.21
BEGA,09/01/2016, , , ,27.6, ,100,56,1.13,31.31
BEGA,10/01/2016,5.7, , ,27.7,16.3,99,61,2.53,31.10
BEGA,11/01/2016,6.1,0.0, ,31.8,19.0,97,35,1.78,28.71
BEGA,12/01/2016,5.9,0.0, ,27.7,17.8,93,57,3.61,29.86
BEGA,13/01/2016,5.7,0.0, ,28.3,19.3,92,64,2.90,29.75
BEGA,14/01/2016,2.5,1.6, ,26.7,20.6,98,62,3.21,7.09
BEGA,15/01/2016,4.6,13.0, ,20.7,12.4,69,51,5.43,20.07
BEGA,16/01/2016,3.8,0.2, ,23.2,12.5,92,52,2.37,19.34
BEGA,17/01/2016,5.1,0.0, ,25.1,10.0,99,51,2.25,30.16
BEGA,18/01/2016,5.6,0.0, ,29.4,11.4,99,51,1.65,31.07
BEGA,19/01/2016,6.7,0.0, ,35.4,13.3,99,33,2.27,29.11
BEGA,20/01/2016,2.1,0.0, ,26.3,17.3,93,56,1.84,5.47
BEGA,21/01/2016,4.2,0.0, ,36.8,15.3,99,35,1.59,13.82
BEGA,22/01/2016,1.5,0.8, ,25.1,19.5,100,73,1.55,4.19
BEGA,23/01/2016,5.3,20.6, ,27.8,18.4,99,47,3.50,24.56
BEGA,24/01/2016,4.7,0.0, ,26.3,13.0,99,47,2.09,24.45
BEGA,25/01/2016,1.5,0.0, ,21.7,16.8,96,70,1.56,4.54
BEGA,26/01/2016,2.1,0.0, ,23.5,17.5,98,61,1.09,8.80
BEGA,27/01/2016,1.8,0.2, ,24.4,17.8,98,75,2.87,5.94
BEGA,28/01/2016,5.8,2.0, ,29.0,17.4,99,48,2.53,29.07
BEGA,29/01/2016,1.5,0.0, ,24.5,16.7,99,76,2.04,4.21
BEGA,30/01/2016,4.1,1.2, ,27.7,17.6,100,64,2.95,19.39
BEGA,31/01/2016,4.9,98.4, ,27.1,14.1,99,37,3.04,21.48
Totals:,,96.3,138, ,,,,,, 
