'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for WHITE CLIFFS New South Wales for February 2013,,,,,,,,,,
Issued at 22:38 GMT on Friday 01 March 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
WHITE CLIFFS,01/02/2013,9.2,0.0, ,25.8,17.9,54,18,9.21,28.01
WHITE CLIFFS,02/02/2013,8.8,0.0, ,27.2,14.4,39,17,6.57,28.64
WHITE CLIFFS,03/02/2013,9.1,0.0, ,32.7,15.5,43,18,5.15,28.58
WHITE CLIFFS,04/02/2013,9.4,0.0, ,35.7,19.6,32,12,4.24,28.41
WHITE CLIFFS,05/02/2013,9.3,0.0, ,37.0,20.7,33,12,3.96,27.16
WHITE CLIFFS,06/02/2013,9.0,0.0, ,38.6,23.3,32,11,3.54,25.54
WHITE CLIFFS,07/02/2013,10.6,0.0, ,40.0,26.2,26,10,4.85,23.13
WHITE CLIFFS,08/02/2013,10.9,0.0, ,41.1,24.5,24,10,4.70,25.93
WHITE CLIFFS,09/02/2013,10.3,0.0, ,40.8,23.9,26,10,4.23,25.97
WHITE CLIFFS,10/02/2013,9.1,0.0, ,39.5,23.7,35,14,3.85,23.75
WHITE CLIFFS,11/02/2013, ,0.0, , ,23.8, , , ,25.68
WHITE CLIFFS,25/02/2013, , , , , , , , ,23.59
WHITE CLIFFS,26/02/2013, , , , , , , , ,21.64
WHITE CLIFFS,27/02/2013, , , ,34.4, ,93,37,4.57,17.03
WHITE CLIFFS,28/02/2013,1.9,22.6, ,19.4,18.0,97,78,6.97,6.75
Totals:,,97.6,22.6, ,,,,,, 
