'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for HOLSWORTHY CONTROL RANGE New South Wales for September 2014,,,,,,,,,,
Issued at 22:30 GMT on Tuesday 09 September 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2014 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
HOLSWORTHY CONTROL RANGE,01/09/2014,3.2,0.0, ,23.5,7.3,99,30,2.44,15.13
HOLSWORTHY CONTROL RANGE,02/09/2014,2.3,0.2, ,17.3,11.7,87,46,3.67,6.34
HOLSWORTHY CONTROL RANGE,03/09/2014,3.4,1.4, ,16.6,7.8,84,34,5.34,15.43
HOLSWORTHY CONTROL RANGE,04/09/2014,3.5,0.0, ,18.1,7.2,74,35,4.47,14.24
HOLSWORTHY CONTROL RANGE,05/09/2014,2.4,0.2, ,17.3,8.1,93,52,3.95,11.26
HOLSWORTHY CONTROL RANGE,06/09/2014,2.5,1.2, ,18.2,8.0,95,50,3.91,10.54
HOLSWORTHY CONTROL RANGE,07/09/2014,2.1,0.4, ,18.2,9.4,96,59,2.57,11.14
HOLSWORTHY CONTROL RANGE,08/09/2014, ,1.8, , ,7.1, , , ,15.47
Totals:,,19.4,5.2, ,,,,,, 
