'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for COWRA AIRPORT New South Wales for February 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
COWRA AIRPORT,01/02/2009,9.5,0.0, ,40.9,18.7,58,11,3.35,31.14
COWRA AIRPORT,02/02/2009, ,0.0, , ,18.0,72,24,2.71,29.48
COWRA AIRPORT,03/02/2009, , , ,37.4, , , , ,24.37
COWRA AIRPORT,04/02/2009, , , , , , , , ,28.89
COWRA AIRPORT,05/02/2009, , , ,40.2, ,74,21,2.83,28.60
COWRA AIRPORT,06/02/2009,10.1,0.0, ,43.2,23.4,56,11,3.69,29.60
COWRA AIRPORT,07/02/2009,10.5,0.0, ,41.6,23.8,51,17,4.35,30.45
COWRA AIRPORT,08/02/2009,8.6,0.0, ,42.3,22.2,49,12,2.55,29.77
COWRA AIRPORT,09/02/2009,8.2,0.0, ,36.3,22.2,78,25,4.72,24.20
COWRA AIRPORT,10/02/2009,4.1,1.6, ,25.7,18.7,88,42,3.31,14.54
COWRA AIRPORT,11/02/2009,6.6,0.0, ,28.3,16.8,80,28,4.71,24.66
COWRA AIRPORT,12/02/2009,6.6,0.0, ,26.9,13.2,75,28,5.43,24.39
COWRA AIRPORT,13/02/2009,6.5,0.0, ,25.2,16.4,59,36,6.99,19.08
COWRA AIRPORT,14/02/2009,3.6,0.0, ,19.7,16.3,75,53,5.72,10.46
COWRA AIRPORT,15/02/2009,5.0,0.2, ,24.9,15.3,84,44,5.40,19.40
COWRA AIRPORT,16/02/2009,7.5,0.0, ,27.9,18.0,63,32,6.89,24.46
COWRA AIRPORT,17/02/2009, ,0.0, ,25.9,15.6,72,41,5.16, 
COWRA AIRPORT,18/02/2009, ,0.0, ,28.8,16.0,82,38,4.05, 
COWRA AIRPORT,19/02/2009,6.4,5.2, ,32.7,17.5,93,17,2.68,25.87
COWRA AIRPORT,20/02/2009,6.1,0.0, ,34.9,14.0,70,15,2.69,18.42
COWRA AIRPORT,21/02/2009,7.0,0.0, ,34.0,16.8,68,12,2.64,27.82
COWRA AIRPORT,22/02/2009,6.9,0.0, ,33.8,14.9,84,19,2.73,28.54
COWRA AIRPORT,23/02/2009, ,0.0, ,34.7,17.1, , , ,20.83
COWRA AIRPORT,24/02/2009, , , ,33.1, , , , ,27.52
COWRA AIRPORT,25/02/2009,7.4, , ,33.1,13.5,87,6,3.14,28.84
COWRA AIRPORT,26/02/2009,6.6,0.0, ,31.4,14.5,85,21,3.14,27.98
COWRA AIRPORT,27/02/2009,5.9,0.0, ,30.8,15.1,70,20,2.32,26.02
COWRA AIRPORT,28/02/2009,8.6,0.0, ,37.1,14.2,70,10,4.02,25.91
Totals:,,141.7,7, ,,,,,, 
