'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for EVANS HEAD RAAF BOMBING RANGE New South Wales for September 2016,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 October 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
EVANS HEAD RAAF BOMBING RANGE,01/09/2016,3.6,0.0, ,27.2,14.1,98,51,3.14,16.99
EVANS HEAD RAAF BOMBING RANGE,02/09/2016,4.4,0.0, ,28.5,14.7,100,45,4.95,15.71
EVANS HEAD RAAF BOMBING RANGE,03/09/2016,4.6,4.2, ,24.8,15.2,99,40,6.01,19.65
EVANS HEAD RAAF BOMBING RANGE,04/09/2016,4.0,0.0, ,20.6,10.6,74,40,4.32,19.25
EVANS HEAD RAAF BOMBING RANGE,05/09/2016,3.6,0.0, ,22.0,11.1,83,54,4.06,18.50
EVANS HEAD RAAF BOMBING RANGE,06/09/2016,2.4,0.0, ,20.9,12.3,97,66,3.15,12.36
EVANS HEAD RAAF BOMBING RANGE,07/09/2016,3.4,0.0, ,23.2,14.0,97,58,3.94,18.77
EVANS HEAD RAAF BOMBING RANGE,08/09/2016,3.5,0.0, ,23.5,15.8,91,58,4.03,16.94
EVANS HEAD RAAF BOMBING RANGE,09/09/2016,3.3,0.0, ,24.5,13.7,98,60,5.00,14.67
EVANS HEAD RAAF BOMBING RANGE,10/09/2016,3.1,1.8, ,26.2,16.3,100,64,5.03,12.92
EVANS HEAD RAAF BOMBING RANGE,11/09/2016,3.5,5.0, ,21.7,12.2,99,53,3.58,20.76
EVANS HEAD RAAF BOMBING RANGE,12/09/2016, ,0.2, , ,12.7,99,74,3.28,18.41
EVANS HEAD RAAF BOMBING RANGE,13/09/2016, , , ,25.5, ,99,65,3.81,19.09
EVANS HEAD RAAF BOMBING RANGE,14/09/2016,4.0,0.0, ,28.8,15.2,100,52,3.80,16.19
EVANS HEAD RAAF BOMBING RANGE,15/09/2016,2.4,1.6, ,25.9,18.0,100,69,3.96,8.70
EVANS HEAD RAAF BOMBING RANGE,16/09/2016, ,4.4, , ,16.4,100,69,3.73,18.80
EVANS HEAD RAAF BOMBING RANGE,17/09/2016, , , ,22.6, ,98,45,3.33,18.44
EVANS HEAD RAAF BOMBING RANGE,18/09/2016,1.3,0.6, ,21.4,16.3,100,97,3.27,8.05
EVANS HEAD RAAF BOMBING RANGE,19/09/2016,3.7,5.2, ,23.8,13.8,100,43,4.33,14.79
EVANS HEAD RAAF BOMBING RANGE,20/09/2016,3.6,0.0, ,22.5,9.3,98,52,3.50,20.46
EVANS HEAD RAAF BOMBING RANGE,21/09/2016,2.2,2.8, ,22.9,15.8,100,82,2.96,12.06
EVANS HEAD RAAF BOMBING RANGE,22/09/2016,4.9,1.2, ,25.6,11.5,97,35,4.08,22.50
EVANS HEAD RAAF BOMBING RANGE,23/09/2016,4.3,0.0, ,24.3,11.8,92,42,3.30,22.29
EVANS HEAD RAAF BOMBING RANGE,24/09/2016,4.1,0.0, ,24.2,12.5,97,49,3.28,21.50
EVANS HEAD RAAF BOMBING RANGE,25/09/2016,5.2,0.6, ,29.7,14.2,97,27,3.47,19.33
EVANS HEAD RAAF BOMBING RANGE,26/09/2016,4.5,0.0, ,23.4,14.6,94,43,4.30,22.01
EVANS HEAD RAAF BOMBING RANGE,27/09/2016,4.6,0.0, ,22.2,12.7,97,34,4.11,23.54
EVANS HEAD RAAF BOMBING RANGE,28/09/2016,4.7,0.0, ,22.4,14.0,86,42,4.26,23.67
EVANS HEAD RAAF BOMBING RANGE,29/09/2016,4.7,0.0, ,27.9,14.0,97,36,4.71,13.45
EVANS HEAD RAAF BOMBING RANGE,30/09/2016,6.1,0.0, ,27.0,13.0,97,22,5.07,23.98
Totals:,,99.7,27.6, ,,,,,, 
