'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MUDGEE AIRPORT New South Wales for March 2012,,,,,,,,,,
Issued at 22:33 GMT on Sunday 01 April 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MUDGEE AIRPORT,01/03/2012,3.0,1.0, ,29.0,18.2,99,55,3.65,7.78
MUDGEE AIRPORT,02/03/2012,1.5,56.0, ,18.9,15.8,99,78,4.54,5.08
MUDGEE AIRPORT,03/03/2012,1.6,43.8, ,20.6,14.3,98,78,3.48,5.61
MUDGEE AIRPORT,04/03/2012,2.3,1.0, ,26.5,13.3,99,64,2.37,7.96
MUDGEE AIRPORT,05/03/2012,5.1,7.6, ,26.7,16.8,99,37,3.16,25.04
MUDGEE AIRPORT,06/03/2012,5.1,0.0, ,25.0,13.1,93,38,4.05,24.64
MUDGEE AIRPORT,07/03/2012,4.5,0.0, ,22.6,14.3,83,39,3.58,21.52
MUDGEE AIRPORT,08/03/2012,3.9,0.0, ,22.7,9.9,98,44,3.55,19.13
MUDGEE AIRPORT,09/03/2012,4.6,0.0, ,25.4,9.7,98,45,3.67,23.15
MUDGEE AIRPORT,10/03/2012,4.9,0.0, ,27.0,8.5,98,30,2.64,24.40
MUDGEE AIRPORT,11/03/2012,4.5,0.0, ,26.9,13.8,96,38,2.22,23.03
MUDGEE AIRPORT,12/03/2012,4.2,0.0, ,27.3,11.1,98,36,2.17,20.70
MUDGEE AIRPORT,13/03/2012,4.5,0.0, ,27.4,14.2,91,42,2.44,22.06
MUDGEE AIRPORT,14/03/2012,3.9,0.0, ,27.9,12.7,98,43,1.79,19.82
MUDGEE AIRPORT,15/03/2012,3.2,0.0, ,27.0,14.6,98,52,1.64,15.45
MUDGEE AIRPORT,16/03/2012,3.3,0.0, ,27.9,14.0,98,55,1.77,16.17
MUDGEE AIRPORT,17/03/2012,3.7,31.8, ,26.6,18.0,99,50,2.81,16.20
MUDGEE AIRPORT,18/03/2012,4.6,0.0, ,22.3,15.0,80,48,5.18,22.08
MUDGEE AIRPORT,19/03/2012,4.3,0.0, ,23.4,14.8,88,52,5.50,19.46
MUDGEE AIRPORT,20/03/2012,4.3,0.0, ,24.8,15.1,96,47,3.73,21.73
MUDGEE AIRPORT,21/03/2012,3.3,0.0, ,26.6,17.1,98,52,2.08,15.56
MUDGEE AIRPORT,22/03/2012,3.0,0.0, ,25.4,16.0,98,63,2.64,14.87
MUDGEE AIRPORT,23/03/2012, ,0.0, , ,14.5, , , ,21.97
MUDGEE AIRPORT,27/03/2012, , , , , , , , ,13.22
MUDGEE AIRPORT,28/03/2012, , , ,24.4, , , , ,15.55
MUDGEE AIRPORT,29/03/2012,3.9,3.2, ,26.0,12.3,99,34,2.37,19.13
MUDGEE AIRPORT,30/03/2012,3.5,0.0, ,25.1,9.7,98,34,1.79,18.98
MUDGEE AIRPORT,31/03/2012,3.4,0.0, ,26.2,9.7,99,31,1.47,18.60
Totals:,,94.1,144.4, ,,,,,, 
