'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BOURKE AIRPORT New South Wales for July 2010,,,,,,,,,,
Issued at 04:30 GMT on Sunday 01 August 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BOURKE AIRPORT,01/07/2010,2.1,0.0, ,17.1,1.1,89,29,2.35,11.93
BOURKE AIRPORT,02/07/2010,1.1,4.2, ,9.8,7.1,98,57,2.28,6.03
BOURKE AIRPORT,03/07/2010,1.3,5.0, ,11.9,1.6,100,61,2.45,14.30
BOURKE AIRPORT,04/07/2010,1.8,0.0, ,14.2,0.9,98,39,2.68,14.39
BOURKE AIRPORT,05/07/2010,2.0,0.0, ,17.5,1.5,97,37,2.41,13.86
BOURKE AIRPORT,06/07/2010,1.8,0.0, ,12.5,5.4,91,46,3.56,11.07
BOURKE AIRPORT,07/07/2010, ,0.0, , ,5.7,100,56,2.63,10.04
BOURKE AIRPORT,08/07/2010, , , , , , , , ,12.88
BOURKE AIRPORT,09/07/2010, , , , , ,100,42,3.45,14.06
BOURKE AIRPORT,10/07/2010, ,0.0, , , ,100,38,4.22,12.97
BOURKE AIRPORT,11/07/2010, , , , , ,100,79,0.21,7.97
BOURKE AIRPORT,12/07/2010, , , , , ,100,47,1.16,13.51
BOURKE AIRPORT,13/07/2010, , , , , , , , ,6.39
BOURKE AIRPORT,14/07/2010, , , , , , , , ,14.72
BOURKE AIRPORT,15/07/2010, , , , , , , , ,13.92
BOURKE AIRPORT,16/07/2010, , , , , ,100,45,1.93,14.73
BOURKE AIRPORT,17/07/2010, , , , , ,100,38,0.92,15.06
BOURKE AIRPORT,18/07/2010, , , , , ,100,30,0.77,14.95
BOURKE AIRPORT,19/07/2010, , , , , , , , ,12.74
BOURKE AIRPORT,20/07/2010, , , ,15.5, ,98,38,3.24,15.10
BOURKE AIRPORT,21/07/2010,2.3,0.0, ,15.7,0.9,97,39,3.52,14.82
BOURKE AIRPORT,22/07/2010,2.7,0.0, ,17.5,1.8,94,30,3.55,15.41
BOURKE AIRPORT,23/07/2010,2.7,0.0, ,18.3,2.4,93,30,3.34,15.54
BOURKE AIRPORT,24/07/2010,2.4,0.0, ,18.9,6.1,85,28,2.15,14.67
BOURKE AIRPORT,25/07/2010,2.8,0.0, ,19.8,6.0,94,35,3.58,14.31
BOURKE AIRPORT,26/07/2010,3.0,0.0, ,20.0,3.8,92,31,3.62,15.83
BOURKE AIRPORT,27/07/2010,2.6,0.0, ,21.0,3.2,96,52,4.23,12.61
BOURKE AIRPORT,28/07/2010,1.6,3.6, ,19.3,9.9,98,67,2.65,8.99
BOURKE AIRPORT,29/07/2010, ,0.6, , ,10.9,100,56,2.68,10.34
BOURKE AIRPORT,30/07/2010, , , , , , , , , 
BOURKE AIRPORT,31/07/2010, , , , , , , , , 
Totals:,,30.2,13.4, ,,,,,, 
