'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for NULLO MOUNTAIN New South Wales for December 2012,,,,,,,,,,
Issued at 22:37 GMT on Saturday 22 December 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
NULLO MOUNTAIN,01/12/2012,6.9,2.6, ,31.9,19.7,75,27,3.22,25.69
NULLO MOUNTAIN,02/12/2012,6.1,0.4, ,29.6,18.6,100,41,2.67,28.28
NULLO MOUNTAIN,03/12/2012,5.2,0.0, ,24.4,13.1,100,29,2.74,25.11
NULLO MOUNTAIN,04/12/2012,6.5,0.0, ,20.5,10.6,61,21,4.08,33.22
NULLO MOUNTAIN,05/12/2012,5.6,0.0, ,17.1,6.0,55,34,4.48,33.26
NULLO MOUNTAIN,06/12/2012,5.9,0.0, ,22.3,6.9,95,25,2.94,33.31
NULLO MOUNTAIN,07/12/2012,3.9,0.0, ,18.9,8.2,99,60,3.33,24.67
NULLO MOUNTAIN,08/12/2012,5.6,0.0, ,25.9,10.8,96,33,2.04,29.20
NULLO MOUNTAIN,09/12/2012,6.6,0.0, ,28.7,16.1,100,30,4.31,27.69
NULLO MOUNTAIN,10/12/2012,2.8,0.0, ,13.4,8.6,100,86,6.52,26.75
NULLO MOUNTAIN,11/12/2012,3.1,0.0, ,15.5,8.6,100,79,5.73,25.51
NULLO MOUNTAIN,12/12/2012,5.1,0.2, ,20.6,9.1,100,50,4.94,31.36
NULLO MOUNTAIN,13/12/2012,6.2,0.0, ,24.4,10.0,99,31,3.18,33.57
NULLO MOUNTAIN,14/12/2012,5.7,0.0, ,27.7,12.3,71,23,1.39,29.23
NULLO MOUNTAIN,15/12/2012,4.8,0.0, ,24.7,18.0,87,37,3.16,19.34
NULLO MOUNTAIN,16/12/2012,6.3,1.0, ,28.0,13.6,64,32,2.78,28.40
NULLO MOUNTAIN,17/12/2012,5.1,0.0, ,21.5,11.9,100,57,3.28,30.71
NULLO MOUNTAIN,18/12/2012,6.8,0.0, ,27.6,10.6,100,25,3.09,33.77
NULLO MOUNTAIN,19/12/2012,7.0,0.0, ,30.0,12.8,100,29,3.23,31.76
NULLO MOUNTAIN,20/12/2012, ,5.2, , ,18.4,100,32,3.70,22.17
NULLO MOUNTAIN,21/12/2012, , , , , , , , ,26.47
Totals:,,105.2,9.4, ,,,,,, 
