'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT GININI New South Wales for February 2011,,,,,,,,,,
Issued at 22:35 GMT on Tuesday 01 March 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT GININI,01/02/2011,8.0,0.0, ,26.1,17.1,54,30,6.21,32.37
MOUNT GININI,02/02/2011,5.0,0.2, ,23.2,15.5,100,45,5.25,23.80
MOUNT GININI,03/02/2011,5.0,102.2, ,24.1,14.7,100,59,4.43,27.11
MOUNT GININI,04/02/2011,3.3,0.0, ,23.1,16.4,100,78,5.50,18.20
MOUNT GININI,05/02/2011,2.7,8.6, ,20.2,14.9,100,87,7.99,18.94
MOUNT GININI,06/02/2011,3.0,11.2, ,11.9,11.2,99,42,6.97,15.29
MOUNT GININI,07/02/2011,4.4,0.6, ,18.5,0.9,99,59,3.06,32.55
MOUNT GININI,08/02/2011,3.7,0.0, ,16.0,7.0,99,76,2.66,27.98
MOUNT GININI,09/02/2011,3.6,0.0, ,15.8,5.1,99,70,4.37,28.63
MOUNT GININI,10/02/2011,3.8,0.0, ,19.6,7.9,99,64,3.74,23.72
MOUNT GININI,11/02/2011,1.8,0.0, ,14.6,12.7,99,72,7.86,6.73
MOUNT GININI,12/02/2011,3.7,43.0, ,17.8,11.3,99,75,2.82,24.51
MOUNT GININI,13/02/2011,4.4,0.0, ,19.6,10.2,99,52,3.11,27.07
MOUNT GININI,14/02/2011,4.8,0.0, ,15.3,4.0,98,18,4.16,30.68
MOUNT GININI,15/02/2011,3.0,0.0, ,14.1,5.6,98,70,5.41,22.97
MOUNT GININI,16/02/2011, ,0.6, ,13.1,6.8, , , ,7.69
MOUNT GININI,17/02/2011, ,33.2, , ,10.0, , , ,20.66
MOUNT GININI,18/02/2011, , , ,18.7, ,98,53,2.99,25.53
MOUNT GININI,19/02/2011,1.6,3.4, ,15.7,11.9,98,78,9.89,5.88
MOUNT GININI,20/02/2011,5.7,33.2, ,16.4,9.0,81,17,7.11,29.91
MOUNT GININI,21/02/2011,5.0,0.0, ,16.5,4.6,85,1,3.53,28.65
MOUNT GININI,22/02/2011, ,0.0, ,15.5,1.7, , , ,29.33
MOUNT GININI,23/02/2011, ,0.0, ,18.4,5.7, , , ,29.73
MOUNT GININI,24/02/2011,4.5,0.6, ,19.0,9.1,100,51,3.35,29.22
MOUNT GININI,25/02/2011,4.1,0.0, ,19.4,9.2,99,45,2.45,24.85
MOUNT GININI,26/02/2011,3.9,0.0, ,19.0,9.1,99,57,2.64,25.27
MOUNT GININI,27/02/2011,1.8,0.0, ,13.6,10.5,100,72,5.27,9.03
MOUNT GININI,28/02/2011,2.7,4.4, ,18.4,10.1,100,76,3.97,17.05
Totals:,,89.5,241.2, ,,,,,, 
