'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for YAMBA PILOT STATION New South Wales for September 2011,,,,,,,,,,
Issued at 22:35 GMT on Saturday 01 October 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
YAMBA PILOT STATION,01/09/2011, ,0.0, , ,12.9,100,67,3.08,19.32
YAMBA PILOT STATION,12/09/2011, ,0.0, , ,10.0, , , ,17.13
YAMBA PILOT STATION,13/09/2011, , , , , , , , ,21.89
YAMBA PILOT STATION,14/09/2011, , , ,22.8, , , , ,23.37
YAMBA PILOT STATION,15/09/2011,4.7,0.0, ,25.9,9.9,99,33,3.38,23.01
YAMBA PILOT STATION,16/09/2011,4.1,0.0, ,25.5,12.2,99,46,2.72,22.95
YAMBA PILOT STATION,17/09/2011,4.7,0.0, ,28.4,13.4,92,40,2.81,23.04
YAMBA PILOT STATION,18/09/2011,5.7,0.0, ,31.3,14.0,88,28,3.42,22.57
YAMBA PILOT STATION,19/09/2011,4.4,0.0, ,23.8,18.4,100,45,4.62,22.34
YAMBA PILOT STATION,20/09/2011,4.4,0.0, ,26.1,14.5,100,54,4.16,23.62
YAMBA PILOT STATION,21/09/2011,4.9,0.0, ,21.1,18.2,84,47,6.54,23.74
YAMBA PILOT STATION,22/09/2011,3.9,0.0, ,23.2,10.9,94,57,3.15,23.79
YAMBA PILOT STATION,23/09/2011,3.9,0.0, ,24.2,13.1,100,61,2.99,23.48
YAMBA PILOT STATION,24/09/2011,3.4,0.0, ,23.7,16.4,100,80,4.02,22.25
YAMBA PILOT STATION,25/09/2011,1.9,35.8, ,21.7,15.8,100,81,4.46,9.85
YAMBA PILOT STATION,26/09/2011,3.3,4.8, ,20.7,13.4,100,63,7.56,18.62
YAMBA PILOT STATION,27/09/2011,3.5,4.8, ,20.9,10.7,95,64,3.88,22.07
YAMBA PILOT STATION,28/09/2011,2.9,0.0, ,21.8,13.8,96,68,3.72,15.21
YAMBA PILOT STATION,29/09/2011,3.3,0.2, ,22.1,16.1,99,41,5.33,7.56
YAMBA PILOT STATION,30/09/2011,4.5,0.4, ,23.3,11.7,97,39,2.88,25.85
Totals:,,63.5,46, ,,,,,, 
