'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for YANCO AGRICULTURAL INSTITUTE New South Wales for September 2013,,,,,,,,,,
Issued at 22:31 GMT on Tuesday 01 October 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
YANCO AGRICULTURAL INSTITUTE,01/09/2013,4.3,0.0, ,24.6,9.9,79,37,3.47,21.00
YANCO AGRICULTURAL INSTITUTE,02/09/2013,4.1,0.0, ,26.2,11.0,78,35,2.51,21.22
YANCO AGRICULTURAL INSTITUTE,03/09/2013,4.4,0.0, ,26.1,11.8,88,28,2.86,21.49
YANCO AGRICULTURAL INSTITUTE,04/09/2013,5.3,0.0, ,26.2,10.7,78,31,4.68,21.81
YANCO AGRICULTURAL INSTITUTE,05/09/2013,4.7,0.0, ,27.1,15.4,62,29,3.67,15.82
YANCO AGRICULTURAL INSTITUTE,06/09/2013,2.9,0.0, ,25.4,11.0,98,38,1.36,16.53
YANCO AGRICULTURAL INSTITUTE,07/09/2013,3.5,0.0, ,22.8,10.3,96,44,3.14,20.28
YANCO AGRICULTURAL INSTITUTE,08/09/2013,3.4,0.0, ,21.3,6.2,87,37,2.30,21.12
YANCO AGRICULTURAL INSTITUTE,09/09/2013,6.4,0.0, ,29.3,9.8,71,22,5.17,20.84
YANCO AGRICULTURAL INSTITUTE,10/09/2013,3.6,0.0, ,19.7,11.1,78,27,3.56,14.57
YANCO AGRICULTURAL INSTITUTE,11/09/2013,3.2,0.0, ,19.4,5.2,87,40,2.41,21.07
YANCO AGRICULTURAL INSTITUTE,12/09/2013,3.6,0.0, ,20.0,5.4,89,36,2.68,22.86
YANCO AGRICULTURAL INSTITUTE,13/09/2013,3.2,0.0, ,18.7,5.1,97,41,4.93,13.26
YANCO AGRICULTURAL INSTITUTE,14/09/2013,3.1,9.0, ,20.7,8.9,99,46,2.48,19.39
YANCO AGRICULTURAL INSTITUTE,15/09/2013,3.6,0.2, ,21.8,9.2,91,39,2.62,21.74
YANCO AGRICULTURAL INSTITUTE,16/09/2013,1.5,15.2, ,14.7,11.9,100,63,4.46,3.64
YANCO AGRICULTURAL INSTITUTE,17/09/2013,2.3,31.4, ,19.3,10.4,100,67,2.62,14.00
YANCO AGRICULTURAL INSTITUTE,18/09/2013,3.9,2.2, ,22.3,10.4,100,45,4.31,20.98
YANCO AGRICULTURAL INSTITUTE,19/09/2013, ,0.2, , ,5.7,92,42,4.32,25.62
YANCO AGRICULTURAL INSTITUTE,22/09/2013, , , , , , , , ,23.33
YANCO AGRICULTURAL INSTITUTE,23/09/2013, , , , , , , , ,23.53
YANCO AGRICULTURAL INSTITUTE,24/09/2013, , , ,25.1, ,60,28,3.69,25.43
YANCO AGRICULTURAL INSTITUTE,25/09/2013,5.5,0.0, ,28.6,13.6,74,31,2.78,25.90
YANCO AGRICULTURAL INSTITUTE,26/09/2013,5.6,0.0, ,18.9,14.3,71,30,7.26,25.45
YANCO AGRICULTURAL INSTITUTE,27/09/2013,4.5,0.0, ,21.8,4.9,78,29,2.21,27.50
YANCO AGRICULTURAL INSTITUTE,28/09/2013,4.7,0.0, ,20.9,7.8,78,38,4.41,26.09
YANCO AGRICULTURAL INSTITUTE,29/09/2013,4.5,0.0, ,23.9,6.5,83,33,1.74,27.50
YANCO AGRICULTURAL INSTITUTE,30/09/2013,8.5,0.0, ,31.6,10.7,77,14,5.74,27.59
Totals:,,100.3,58.2, ,,,,,, 
