'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GRAFTON RESEARCH STN New South Wales for February 2013,,,,,,,,,,
Issued at 22:38 GMT on Friday 01 March 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GRAFTON RESEARCH STN,01/02/2013,5.8,0.0, ,31.9,21.9,98,56,3.20,26.07
GRAFTON RESEARCH STN,02/02/2013,5.4,11.0, ,28.2,19.6,95,63,3.49,27.57
GRAFTON RESEARCH STN,03/02/2013,6.1,3.0, ,27.1,15.6,94,34,3.55,28.89
GRAFTON RESEARCH STN,04/02/2013,5.5,0.0, ,27.3,18.5,87,53,5.31,23.98
GRAFTON RESEARCH STN,05/02/2013,5.9,0.0, ,27.8,17.0,92,44,4.78,25.61
GRAFTON RESEARCH STN,06/02/2013,4.7,0.0, ,26.2,16.7,92,57,3.93,22.43
GRAFTON RESEARCH STN,07/02/2013,3.7,0.4, ,26.3,16.9,96,59,2.53,16.65
GRAFTON RESEARCH STN,08/02/2013,4.8,1.8, ,29.5,17.1,98,48,2.47,21.93
GRAFTON RESEARCH STN,09/02/2013,3.0,2.0, ,26.7,17.9,98,67,1.80,14.07
GRAFTON RESEARCH STN,10/02/2013,5.3,1.2, ,30.5,17.8,98,50,1.96,25.74
GRAFTON RESEARCH STN,11/02/2013,5.1,0.0, ,29.8,19.3,92,45,2.04,23.65
GRAFTON RESEARCH STN,12/02/2013,5.1,0.0, ,29.7,18.0,97,46,2.54,23.40
GRAFTON RESEARCH STN,13/02/2013,5.2,10.4, ,27.3,18.9,98,52,4.78,23.89
GRAFTON RESEARCH STN,14/02/2013,4.3,0.0, ,27.0,17.2,94,59,3.92,19.06
GRAFTON RESEARCH STN,15/02/2013,4.7,0.4, ,28.0,18.6,95,53,3.72,20.77
GRAFTON RESEARCH STN,16/02/2013,2.7,3.0, ,26.8,18.0,96,70,3.10,10.24
GRAFTON RESEARCH STN,17/02/2013, ,16.8, , ,17.5,97,54,4.09,22.14
GRAFTON RESEARCH STN,18/02/2013, , , ,27.1, ,97,60,2.65,14.25
GRAFTON RESEARCH STN,19/02/2013,2.9,26.2, ,26.0,18.8,98,71,3.71,12.21
GRAFTON RESEARCH STN,20/02/2013,4.5,9.6, ,27.2,19.7,97,61,6.94,18.70
GRAFTON RESEARCH STN,21/02/2013,3.5,5.4, ,25.9,19.6,98,70,7.01,15.41
GRAFTON RESEARCH STN,22/02/2013,0.9,20.2, ,23.4,19.8,100,92,8.72,2.50
GRAFTON RESEARCH STN,23/02/2013,4.5,136.0, ,29.3,19.2,100,58,3.73,19.68
GRAFTON RESEARCH STN,24/02/2013,3.7,0.4, ,28.9,20.5,98,72,2.25,18.24
GRAFTON RESEARCH STN,25/02/2013,2.6,23.4, ,26.7,22.5,98,74,2.99,10.38
GRAFTON RESEARCH STN,26/02/2013,2.5,5.8, ,26.4,20.4,97,78,2.34,11.36
GRAFTON RESEARCH STN,27/02/2013, ,7.2, , ,18.9, , , ,13.47
GRAFTON RESEARCH STN,28/02/2013, , , , , , , , ,17.29
Totals:,,102.4,284.2, ,,,,,, 
