'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GRAFTON RESEARCH STN New South Wales for January 2014,,,,,,,,,,
Issued at 22:31 GMT on Friday 24 January 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2014 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GRAFTON RESEARCH STN,01/01/2014, , , , , , , , ,34.32
GRAFTON RESEARCH STN,02/01/2014, , , , , , , , ,21.37
GRAFTON RESEARCH STN,03/01/2014, , , , , , , , ,29.53
GRAFTON RESEARCH STN,04/01/2014, , , , , , , , ,28.21
GRAFTON RESEARCH STN,05/01/2014, , , , , , , , ,26.73
GRAFTON RESEARCH STN,06/01/2014, , , , , , , , ,30.19
GRAFTON RESEARCH STN,07/01/2014, , , , , , , , ,12.51
GRAFTON RESEARCH STN,08/01/2014, , , , , , , , ,8.47
GRAFTON RESEARCH STN,09/01/2014, , , , , , , , ,20.12
GRAFTON RESEARCH STN,10/01/2014, , , , , , , , ,19.85
GRAFTON RESEARCH STN,11/01/2014, , , , , , , , ,28.83
GRAFTON RESEARCH STN,12/01/2014, , , , , , , , ,31.20
GRAFTON RESEARCH STN,13/01/2014, , , , , , , , ,24.02
GRAFTON RESEARCH STN,14/01/2014, , , , , ,95,48,3.16,26.87
GRAFTON RESEARCH STN,15/01/2014, , , ,31.1, ,94,50,2.37,25.38
GRAFTON RESEARCH STN,16/01/2014,5.8,0.0, ,31.7,19.8,94,42,2.02,26.46
GRAFTON RESEARCH STN,17/01/2014,6.2,0.0, ,31.3,18.2,98,37,2.05,29.66
GRAFTON RESEARCH STN,18/01/2014,6.2,0.0, ,31.7,18.2,95,40,1.93,29.76
GRAFTON RESEARCH STN,19/01/2014,7.0,0.0, ,34.1,17.2,95,31,2.33,30.89
GRAFTON RESEARCH STN,20/01/2014,6.1,0.0, ,33.7,18.5,95,46,2.66,26.21
GRAFTON RESEARCH STN,21/01/2014,7.9,5.6, ,38.2,20.9,97,39,3.79,28.78
GRAFTON RESEARCH STN,22/01/2014,4.9,0.0, ,31.0,23.9,96,60,5.07,17.93
GRAFTON RESEARCH STN,23/01/2014, ,4.0, , ,20.9,100,69,3.40,3.19
Totals:,,44.1,9.6, ,,,,,, 
