'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for JERVIS BAY (POINT PERPENDICULAR) New South Wales for March 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
JERVIS BAY (POINT PERPENDICULAR),01/03/2009,4.2,0.0, ,24.2,20.0,80,64,3.00,21.13
JERVIS BAY (POINT PERPENDICULAR),02/03/2009,2.5,0.2, ,21.5,18.5,92,75,2.68,12.62
JERVIS BAY (POINT PERPENDICULAR),03/03/2009,4.2,21.4, ,25.7,18.7,93,64,6.45,18.98
JERVIS BAY (POINT PERPENDICULAR),04/03/2009,4.8,0.0, ,23.7,20.6,87,25,6.04,9.96
JERVIS BAY (POINT PERPENDICULAR),05/03/2009,5.8,0.2, ,20.0,16.8,65,36,5.43,27.69
JERVIS BAY (POINT PERPENDICULAR),06/03/2009,4.8,0.0, ,19.9,15.6,68,49,3.35,27.25
JERVIS BAY (POINT PERPENDICULAR),07/03/2009,4.4,0.0, ,23.2,15.9,88,65,2.55,26.69
JERVIS BAY (POINT PERPENDICULAR),08/03/2009, ,0.0, , ,18.5, , , ,13.00
JERVIS BAY (POINT PERPENDICULAR),09/03/2009, , , , , , , , ,14.94
JERVIS BAY (POINT PERPENDICULAR),10/03/2009, , , , , , , , ,20.14
JERVIS BAY (POINT PERPENDICULAR),11/03/2009, , , , , , , , ,21.85
JERVIS BAY (POINT PERPENDICULAR),12/03/2009, , , ,25.3, , , , ,24.73
JERVIS BAY (POINT PERPENDICULAR),13/03/2009, ,0.2, ,24.3,18.6, , , ,12.81
JERVIS BAY (POINT PERPENDICULAR),14/03/2009,4.4,1.0, ,26.2,17.7,90,65,5.20,22.48
JERVIS BAY (POINT PERPENDICULAR),15/03/2009,5.7,0.0, ,26.3,19.1,86,24,3.81,24.80
JERVIS BAY (POINT PERPENDICULAR),16/03/2009,5.0,0.0, ,22.0,14.8,70,37,3.56,25.63
JERVIS BAY (POINT PERPENDICULAR),17/03/2009,4.7,0.0, ,22.5,13.8,74,43,3.40,25.02
JERVIS BAY (POINT PERPENDICULAR),18/03/2009,4.3,0.0, ,24.1,15.5,84,61,4.82,23.07
JERVIS BAY (POINT PERPENDICULAR),19/03/2009,4.8,0.0, ,27.5,17.1,91,53,4.57,22.84
JERVIS BAY (POINT PERPENDICULAR),20/03/2009, ,0.0, ,26.0,18.2,95,66,3.36, 
JERVIS BAY (POINT PERPENDICULAR),21/03/2009, ,0.0, ,25.7,17.8,91,59,4.25, 
JERVIS BAY (POINT PERPENDICULAR),22/03/2009, ,0.0, ,25.6,16.1,89,58,5.44, 
JERVIS BAY (POINT PERPENDICULAR),23/03/2009,4.6,1.0, ,27.0,17.5,89,62,7.10,21.19
JERVIS BAY (POINT PERPENDICULAR),24/03/2009,4.3,0.2, ,25.2,19.1,91,69,8.63,22.92
JERVIS BAY (POINT PERPENDICULAR),25/03/2009,3.8,0.0, ,25.4,19.2,89,65,6.25,15.96
JERVIS BAY (POINT PERPENDICULAR),26/03/2009,4.9,2.6, ,29.6,19.5,86,45,4.74,16.94
JERVIS BAY (POINT PERPENDICULAR),27/03/2009, ,1.2, ,20.5,17.9,79,59,4.40, 
JERVIS BAY (POINT PERPENDICULAR),28/03/2009, ,0.0, ,23.4,17.1,88,58,4.72, 
JERVIS BAY (POINT PERPENDICULAR),29/03/2009, ,0.0, ,25.1,15.4,87,54,4.59, 
JERVIS BAY (POINT PERPENDICULAR),30/03/2009,3.3,1.4, ,23.2,17.5,92,68,3.30,18.91
JERVIS BAY (POINT PERPENDICULAR),31/03/2009,2.8,1.2, ,21.3,19.5,90,72,5.45,14.08
Totals:,,83.3,30.6, ,,,,,, 
