'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for JERVIS BAY (POINT PERPENDICULAR) New South Wales for July 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
JERVIS BAY (POINT PERPENDICULAR),01/07/2009,3.3,0.0, ,17.7,13.5,61,39,5.68,11.98
JERVIS BAY (POINT PERPENDICULAR),02/07/2009,3.0,0.0, ,15.8,12.7,62,45,6.07,11.82
JERVIS BAY (POINT PERPENDICULAR),03/07/2009,3.1,0.0, ,15.3,11.1,61,46,6.92,11.98
JERVIS BAY (POINT PERPENDICULAR),04/07/2009,2.8,0.0, ,15.6,9.8,62,45,5.87,11.99
JERVIS BAY (POINT PERPENDICULAR),05/07/2009,2.5,0.0, ,14.3,10.5,69,37,4.55,12.28
JERVIS BAY (POINT PERPENDICULAR),06/07/2009, ,0.0, ,13.5,6.5,86,47,2.44, 
JERVIS BAY (POINT PERPENDICULAR),07/07/2009, ,1.6, ,13.3,8.3,80,61,5.51, 
JERVIS BAY (POINT PERPENDICULAR),08/07/2009, ,8.4, ,13.6,10.2,89,79,3.26, 
JERVIS BAY (POINT PERPENDICULAR),09/07/2009,1.2,11.6, ,14.7,11.2,93,72,2.78,10.79
JERVIS BAY (POINT PERPENDICULAR),10/07/2009,1.2,7.0, ,15.5,11.5,93,68,2.58,10.92
JERVIS BAY (POINT PERPENDICULAR),11/07/2009,1.6,1.0, ,16.8,10.1,94,55,3.22,10.78
JERVIS BAY (POINT PERPENDICULAR),12/07/2009,2.4,0.0, ,16.9,11.1,74,53,5.17,10.16
JERVIS BAY (POINT PERPENDICULAR),13/07/2009,2.6,0.0, ,17.4,11.3,68,39,4.12,12.20
JERVIS BAY (POINT PERPENDICULAR),14/07/2009, ,0.0, ,14.8,10.5, , , ,10.73
JERVIS BAY (POINT PERPENDICULAR),15/07/2009, , , ,14.1, , , , ,12.31
JERVIS BAY (POINT PERPENDICULAR),16/07/2009,1.7,4.8, ,13.4,9.4,89,60,4.92,9.03
JERVIS BAY (POINT PERPENDICULAR),17/07/2009,1.9,32.0, ,13.7,9.8,85,65,6.95,10.96
JERVIS BAY (POINT PERPENDICULAR),18/07/2009, ,0.0, ,17.6,8.2, , , ,12.96
JERVIS BAY (POINT PERPENDICULAR),19/07/2009, ,0.0, ,18.2,9.5, , , ,12.84
JERVIS BAY (POINT PERPENDICULAR),20/07/2009,3.0,0.0, ,20.3,11.2,69,33,3.96,13.13
JERVIS BAY (POINT PERPENDICULAR),21/07/2009,3.3,0.0, ,21.6,10.9,74,24,3.95,13.19
JERVIS BAY (POINT PERPENDICULAR),22/07/2009,4.1,0.0, ,24.0,12.8,79,27,5.32,12.21
JERVIS BAY (POINT PERPENDICULAR),23/07/2009,2.7,0.0, ,14.8,11.8,71,50,6.31,8.08
JERVIS BAY (POINT PERPENDICULAR),24/07/2009,2.0,0.0, ,14.7,8.1,77,51,3.63,13.57
JERVIS BAY (POINT PERPENDICULAR),25/07/2009,2.3,0.0, ,15.3,8.0,75,35,3.31,13.74
JERVIS BAY (POINT PERPENDICULAR),26/07/2009, ,0.0, , ,9.4,90,55,2.53,8.49
JERVIS BAY (POINT PERPENDICULAR),27/07/2009, , , , , , , , ,13.79
JERVIS BAY (POINT PERPENDICULAR),28/07/2009, , , ,16.8, , , , ,13.72
JERVIS BAY (POINT PERPENDICULAR),29/07/2009, ,0.0, ,17.9,10.0, , , ,13.92
JERVIS BAY (POINT PERPENDICULAR),30/07/2009,2.5,0.0, ,17.7,9.0,82,45,3.97,14.13
JERVIS BAY (POINT PERPENDICULAR),31/07/2009,2.7,0.0, ,18.4,11.5,74,45,4.03,13.27
Totals:,,49.9,66.4, ,,,,,, 
