'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for JERVIS BAY (POINT PERPENDICULAR) New South Wales for April 2009,,,,,,,,,,
Issued at 04:34 GMT on Thursday 22 July 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2009 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
JERVIS BAY (POINT PERPENDICULAR),01/04/2009,2.7,1.4, ,22.7,17.8,89,73,4.55,13.11
JERVIS BAY (POINT PERPENDICULAR),02/04/2009,3.2,13.6, ,23.8,18.4,94,77,4.22,19.62
JERVIS BAY (POINT PERPENDICULAR),03/04/2009,3.8,0.0, ,25.2,18.8,96,68,6.50,20.77
JERVIS BAY (POINT PERPENDICULAR),04/04/2009,3.1,6.4, ,19.2,16.1,93,55,5.13,16.33
JERVIS BAY (POINT PERPENDICULAR),05/04/2009,3.5,0.0, ,22.8,16.5,88,58,3.86,19.63
JERVIS BAY (POINT PERPENDICULAR),06/04/2009,3.5,0.0, ,18.0,15.9,85,50,6.39,16.22
JERVIS BAY (POINT PERPENDICULAR),07/04/2009, ,0.0, , ,15.8, , , ,19.05
JERVIS BAY (POINT PERPENDICULAR),08/04/2009, , , , , , , , ,20.00
JERVIS BAY (POINT PERPENDICULAR),09/04/2009, , , , , , , , ,20.28
JERVIS BAY (POINT PERPENDICULAR),10/04/2009, , , , , , , , ,16.45
JERVIS BAY (POINT PERPENDICULAR),11/04/2009, , , , , , , , ,13.80
JERVIS BAY (POINT PERPENDICULAR),12/04/2009, , , , , , , , ,16.50
JERVIS BAY (POINT PERPENDICULAR),13/04/2009, , , ,19.8, , , , ,8.22
JERVIS BAY (POINT PERPENDICULAR),14/04/2009, ,24.0, ,21.4,17.3, , , ,16.70
JERVIS BAY (POINT PERPENDICULAR),15/04/2009,5.5,0.0, ,28.0,15.7,93,25,5.43,19.06
JERVIS BAY (POINT PERPENDICULAR),16/04/2009,4.4,0.0, ,23.1,13.2,66,30,3.98,19.44
JERVIS BAY (POINT PERPENDICULAR),17/04/2009,3.7,0.0, ,19.9,14.1,64,40,3.66,18.84
JERVIS BAY (POINT PERPENDICULAR),18/04/2009,3.4,0.0, ,19.3,16.3,80,58,5.38,18.34
JERVIS BAY (POINT PERPENDICULAR),19/04/2009,3.1,4.6, ,20.1,15.7,93,59,8.53,13.78
JERVIS BAY (POINT PERPENDICULAR),20/04/2009, ,7.8, ,18.6,15.3, , , ,12.92
JERVIS BAY (POINT PERPENDICULAR),21/04/2009,2.5,19.2, ,19.6,15.0,88,60,5.20,9.44
JERVIS BAY (POINT PERPENDICULAR),22/04/2009,3.0,1.4, ,20.3,15.7,86,54,4.13,15.99
JERVIS BAY (POINT PERPENDICULAR),23/04/2009,2.7,0.8, ,20.4,15.2,86,55,2.76,17.07
JERVIS BAY (POINT PERPENDICULAR),24/04/2009,2.8,0.0, ,21.7,13.1,92,60,5.08,13.93
JERVIS BAY (POINT PERPENDICULAR),25/04/2009,3.4,2.4, ,21.2,13.7,84,45,5.08,13.97
JERVIS BAY (POINT PERPENDICULAR),26/04/2009,4.5,0.0, ,16.8,13.7,60,38,7.93,17.49
JERVIS BAY (POINT PERPENDICULAR),27/04/2009,4.0,0.0, ,16.6,11.9,61,40,6.44,17.39
JERVIS BAY (POINT PERPENDICULAR),28/04/2009,2.8,0.0, ,17.3,11.9,71,49,4.34,12.31
JERVIS BAY (POINT PERPENDICULAR),29/04/2009,2.5,0.0, ,15.0,11.7,88,46,4.76,14.61
JERVIS BAY (POINT PERPENDICULAR),30/04/2009,1.8,10.8, ,15.4,12.0,88,71,3.60,11.80
Totals:,,69.9,92.4, ,,,,,, 
