'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GUNNEDAH AIRPORT New South Wales for March 2012,,,,,,,,,,
Issued at 22:33 GMT on Sunday 01 April 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GUNNEDAH AIRPORT,01/03/2012,5.5,0.0, ,31.8,16.5,96,41,3.62,21.23
GUNNEDAH AIRPORT,02/03/2012,3.2,0.0, ,25.6,22.2,91,67,5.13,10.63
GUNNEDAH AIRPORT,03/03/2012,4.6,10.6, ,28.8,16.7,95,52,5.11,16.46
GUNNEDAH AIRPORT,04/03/2012,5.9,0.2, ,32.7,18.5,86,38,2.98,24.45
GUNNEDAH AIRPORT,05/03/2012,2.4,0.0, ,26.5,19.7,95,67,2.85,8.26
GUNNEDAH AIRPORT,06/03/2012,5.5,4.2, ,27.9,16.5,89,47,6.04,21.60
GUNNEDAH AIRPORT,07/03/2012,5.3,0.0, ,24.2,14.9,86,45,6.58,23.31
GUNNEDAH AIRPORT,08/03/2012, ,0.0, , ,8.0, , , ,21.60
GUNNEDAH AIRPORT,12/03/2012, , , , , , , , ,22.18
GUNNEDAH AIRPORT,13/03/2012, , , ,29.3, , , , ,22.39
GUNNEDAH AIRPORT,14/03/2012,5.1,0.0, ,29.1,15.9,83,32,3.08,20.84
GUNNEDAH AIRPORT,15/03/2012,4.5,0.0, ,28.7,16.9,84,38,2.72,17.79
GUNNEDAH AIRPORT,16/03/2012,4.6,0.0, ,30.7,15.7,90,40,2.39,20.22
GUNNEDAH AIRPORT,17/03/2012,1.8,0.8, ,24.5,20.1,93,70,2.19,5.68
GUNNEDAH AIRPORT,18/03/2012,6.1,1.8, ,27.1,16.8,88,38,7.21,22.88
GUNNEDAH AIRPORT,19/03/2012,6.2,0.0, ,28.5,12.8,87,38,7.03,21.44
GUNNEDAH AIRPORT,20/03/2012,6.1,0.0, ,30.3,15.9,91,37,5.77,20.59
GUNNEDAH AIRPORT,21/03/2012,4.8,0.0, ,30.3,14.7,92,32,3.07,18.20
GUNNEDAH AIRPORT,22/03/2012,4.5,0.0, ,31.8,14.5,93,28,1.62,21.08
GUNNEDAH AIRPORT,23/03/2012,5.5,0.0, ,28.9,14.7,91,26,3.76,21.33
GUNNEDAH AIRPORT,24/03/2012,5.1,0.0, ,25.7,6.1,88,21,3.44,22.42
GUNNEDAH AIRPORT,25/03/2012,5.1,0.0, ,28.0,8.3,86,29,3.47,21.52
GUNNEDAH AIRPORT,26/03/2012,4.4,0.0, ,27.7,14.5,80,35,3.18,16.20
GUNNEDAH AIRPORT,27/03/2012,4.5,0.0, ,28.7,13.2,85,29,3.18,14.65
GUNNEDAH AIRPORT,28/03/2012,4.9,0.0, ,28.6,14.9,80,27,3.20,18.39
GUNNEDAH AIRPORT,29/03/2012,4.5,0.0, ,28.8,13.9,86,32,3.32,15.53
GUNNEDAH AIRPORT,30/03/2012,4.9,0.0, ,29.4,11.2,95,23,3.14,18.96
GUNNEDAH AIRPORT,31/03/2012,5.2,0.0, ,29.1,12.0,94,25,3.73,19.62
Totals:,,120.2,17.6, ,,,,,, 
