'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for TRANGIE RESEARCH STATION New South Wales for March 2011,,,,,,,,,,
Issued at 22:34 GMT on Friday 01 April 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
TRANGIE RESEARCH STATION,01/03/2011, , , , , , , , ,26.25
TRANGIE RESEARCH STATION,07/03/2011, , , , , , , , ,27.69
TRANGIE RESEARCH STATION,08/03/2011, , , , , , , , ,22.26
TRANGIE RESEARCH STATION,09/03/2011, , , ,26.5, ,76,51,3.49,15.37
TRANGIE RESEARCH STATION,10/03/2011,3.8,0.4, ,28.6,19.9,97,46,3.12,13.22
TRANGIE RESEARCH STATION,11/03/2011,4.4,4.6, ,29.6,18.3,98,47,3.30,17.30
TRANGIE RESEARCH STATION,12/03/2011,5.4,16.6, ,32.0,18.9,99,44,2.75,24.80
TRANGIE RESEARCH STATION,13/03/2011,5.6,2.6, ,31.8,19.3,90,43,2.83,25.22
TRANGIE RESEARCH STATION,14/03/2011,6.2,0.2, ,33.9,19.7,87,33,2.97,25.15
TRANGIE RESEARCH STATION,15/03/2011,5.7,0.0, ,32.9,18.3,99,39,3.53,23.19
TRANGIE RESEARCH STATION,16/03/2011, ,7.0, , ,19.5,99,43,1.78,21.88
TRANGIE RESEARCH STATION,17/03/2011, , , ,32.5, ,93,27,3.00,21.89
TRANGIE RESEARCH STATION,18/03/2011,3.8,0.0, ,27.7,13.7,81,32,1.75,17.07
TRANGIE RESEARCH STATION,19/03/2011,3.1,0.0, ,26.7,17.0,83,58,2.68,11.65
TRANGIE RESEARCH STATION,20/03/2011,5.7,0.0, ,31.2,17.7,89,34,3.36,24.09
TRANGIE RESEARCH STATION,21/03/2011,2.8,0.0, ,26.5,20.0,99,75,2.84,13.73
TRANGIE RESEARCH STATION,22/03/2011,5.1,9.8, ,29.2,17.8,99,41,3.75,22.39
TRANGIE RESEARCH STATION,23/03/2011,4.8,0.2, ,26.0,16.9,89,37,3.97,20.76
TRANGIE RESEARCH STATION,24/03/2011,4.4,0.0, ,24.2,11.1,91,43,4.59,19.98
TRANGIE RESEARCH STATION,25/03/2011,3.0,0.0, ,20.3,11.8,98,54,4.40,14.18
TRANGIE RESEARCH STATION,26/03/2011,4.7,0.0, ,27.9,9.1,96,32,2.84,22.65
TRANGIE RESEARCH STATION,27/03/2011,5.6,0.0, ,27.5,14.1,80,31,3.99,24.07
TRANGIE RESEARCH STATION,28/03/2011,4.8,0.0, ,29.2,13.5,90,32,3.07,20.42
TRANGIE RESEARCH STATION,29/03/2011,4.4,0.0, ,29.3,15.3,89,33,2.66,18.58
TRANGIE RESEARCH STATION,30/03/2011,5.1,0.0, ,31.2,14.9,89,32,3.24,19.95
TRANGIE RESEARCH STATION,31/03/2011,5.4,2.2, ,29.7,15.1,91,28,3.37,22.84
Totals:,,93.8,43.6, ,,,,,, 
