'IDCKWCDE51,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for TRANGIE RESEARCH STATION New South Wales for April 2015,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 May 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
TRANGIE RESEARCH STATION,01/04/2015,4.7,0.0, ,30.2,15.9,87,33,3.08,17.84
TRANGIE RESEARCH STATION,02/04/2015,5.2,0.0, ,31.5,19.4,64,33,3.72,13.73
TRANGIE RESEARCH STATION,03/04/2015,3.9,0.0, ,30.3,18.4,99,35,3.48,10.16
TRANGIE RESEARCH STATION,04/04/2015,1.7,19.4, ,21.0,17.3,97,75,3.17,7.09
TRANGIE RESEARCH STATION,05/04/2015,3.4,1.8, ,26.2,15.2,89,44,2.16,16.11
TRANGIE RESEARCH STATION,06/04/2015,2.2,1.2, ,21.7,15.1,99,65,2.90,10.68
TRANGIE RESEARCH STATION,07/04/2015,3.1,22.2, ,18.0,11.5,99,45,5.87,14.79
TRANGIE RESEARCH STATION,08/04/2015,3.2,0.4, ,19.4,11.6,99,52,5.62,17.27
TRANGIE RESEARCH STATION,09/04/2015,3.6,0.0, ,23.7,8.3,97,33,2.68,19.06
TRANGIE RESEARCH STATION,10/04/2015, ,0.0, , ,11.0, , , ,18.33
TRANGIE RESEARCH STATION,12/04/2015, , , , , , , , ,11.94
TRANGIE RESEARCH STATION,13/04/2015, , , , , , , , ,17.77
TRANGIE RESEARCH STATION,14/04/2015, , , ,29.1, ,73,30,3.36,16.91
TRANGIE RESEARCH STATION,15/04/2015,4.8,0.0, ,31.0,16.0,74,31,3.38,16.69
TRANGIE RESEARCH STATION,16/04/2015,5.0,0.0, ,32.3,16.5,84,28,3.44,16.69
TRANGIE RESEARCH STATION,17/04/2015,3.8,0.2, ,30.0,18.7,90,32,2.91,11.89
TRANGIE RESEARCH STATION,18/04/2015,3.6,0.0, ,27.2,20.7,91,48,5.55,7.32
TRANGIE RESEARCH STATION,19/04/2015,2.9,5.6, ,18.3,14.6,95,47,5.31,12.62
TRANGIE RESEARCH STATION,20/04/2015,1.2,2.6, ,12.2,7.6,99,72,6.49,3.22
TRANGIE RESEARCH STATION,21/04/2015,1.5,43.0, ,15.9,9.2,98,73,5.99,5.12
TRANGIE RESEARCH STATION,22/04/2015,3.2,16.0, ,20.2,10.1,87,53,5.77,15.45
TRANGIE RESEARCH STATION,23/04/2015,2.7,0.2, ,23.9,9.5,96,51,2.29,15.79
TRANGIE RESEARCH STATION,24/04/2015,2.7,0.0, ,23.5,11.3,99,40,2.02,14.71
TRANGIE RESEARCH STATION,25/04/2015,3.6,0.0, ,21.9,11.4,93,38,4.77,14.90
TRANGIE RESEARCH STATION,26/04/2015,1.9,0.2, ,16.1,7.7,99,63,5.75,8.69
TRANGIE RESEARCH STATION,27/04/2015,2.8,0.0, ,17.6,7.0,91,44,4.24,16.37
TRANGIE RESEARCH STATION,28/04/2015,2.5,0.0, ,20.0,5.8,91,37,2.02,16.05
TRANGIE RESEARCH STATION,29/04/2015,3.2,0.2, ,23.0,8.9,90,40,3.45,14.44
TRANGIE RESEARCH STATION,30/04/2015,3.0,1.4, ,22.6,10.7,94,47,3.79,14.90
Totals:,,79.4,114.4, ,,,,,, 
